"Z_1","Z_2","Z_3","Z_4","Z_5"
0,0,0.409623695776364,0,0
0.379707966307542,0,0,0,0
0.370440626929284,0,0,0,0
0,0,0,0,0.397343464052129
0,0.382426177468214,0,0,0
