Z_1,Z_2,Z_3,Z_4,Z_5
0.0,0.0,0.0,0.0,0.0
1.5778258,0.0,0.0,0.0,0.0
0.0,1.0494492,0.0,0.0,0.0
0.0,0.0,0.70116687,0.0,1.2442334
0.0,0.0,0.0,0.0,0.0
