"Z_1","Z_2","Z_3","Z_4","Z_5"
0,0,0.296212591037734,0,0
0.263594242767863,0,0,0,0
0.253794826513303,0,0,0,0
0,0,0,0,0.326657584407865
0,0.262896498529064,0,0,0
