"Z_1","Z_2","Z_3","Z_4","Z_5"
0,0.0153928487001836,0.010695527436487,0.00649957477514407,0
0.530035593984759,0,0.00993989622762997,0,0
0.557303557551632,0.826126904875832,0,0,0
0.0801506075743411,0.107873011341197,0.165434958875039,0,0.435523469640857
0,0,0,0.0156094968066297,0
