Z_1,Z_2,Z_3,Z_4,Z_5
0.19620529921826435,0.621115483485047,0.20162579810020465,0.04081587542704612,0.5280845570460813
0.5246066140976751,0.06883301226254179,0.6556642838257253,0.5893148310841221,0.33631029923101285
1.1836494902104524,1.2380747969242867,1.352198093504595,1.1662413692704665,1.4453207497449707
0.15635586855383868,0.6738235629391727,0.40913435988809566,-0.3797334702588603,-0.5880589798740605
1.7306476894319103,1.6870787854718907,1.2678026461817835,1.7418689058718593,1.4877828611129704
-1.5482346643698583,-0.1581145266165828,0.7093892844059723,-0.6122329130808793,-0.9899155357837146
-0.47783626912687494,1.3537624843777594,1.7636533197416389,1.9028869273335456,0.8664020903479324
0.7072021005959511,1.2972283107459437,0.8562226529674555,-0.5129677389596196,0.3523727571056188
0.7565143081746116,1.4160311588945151,0.9772611350410263,1.605690361887638,1.5357540671541643
1.039846731705874,1.1523621039513898,0.6268133833659291,-0.33270167330391953,-0.8528287276488721
0.5456730670129957,1.057428313262228,1.259021522812897,1.868936374603457,1.1334093814430553
1.4141949234483926,1.1497083628223272,1.2647839018694906,-0.1307419099009139,-0.1404654442377909
-0.4362453614033064,0.2889896968833242,1.055417913815544,1.644657913838206,1.7202922734079964
1.6339484616886162,1.7299662678432195,1.3954801657001084,-0.5653643338344096,-1.6015451392185902
-1.4006611838755874,0.6286934371660026,0.2320588502740999,1.8827816808236686,-0.6488591509322948
-0.07166721350917715,1.8036111051354808,1.378595846643303,1.1869600771924866,0.49851826048584436
0.9746654553451537,1.579037320117032,-0.24739279286603322,1.0839451614512863,0.9568217986824792
0.428527086104071,1.5315205832563819,0.4161892166667455,1.630265644584318,0.6340475237117785
1.5087641730787003,1.7828379285054856,0.3341774089105488,1.449434245725159,1.2850302772797053
-0.7478112041346329,0.8093617542305955,-0.3390525977157144,1.2336213106208962,-0.06108855641202285
1.2934076548943203,1.934561081417622,1.2492456781712074,1.7948020379108782,1.7817772714594067
-0.49724672297961525,0.787303737921917,-0.46994166454822484,-0.5266886371105988,-1.793056812012935
1.5407679929543296,1.9195312735201608,1.6152211698626675,0.6581500851437306,-1.280519549668168
-1.1231400250063979,0.6691019980659461,-0.6376582636872072,1.2139871152266146,-0.7776473606862484
0.6007868821149269,1.8460263939540342,1.3183958222154009,1.0966725229473349,0.4111087175172614
0.7021131147767055,1.1162696611718204,-0.32886999573386744,1.0163996463290124,0.9976954141754378
1.0872732386930308,1.7568690552676731,0.9963731240929876,1.617169896795815,0.5279364757884799
0.42847083885497905,1.0558658343142915,-0.09395322976459143,1.1240399548260038,1.420591701784671
1.5425947118588197,1.651784294512947,0.7768092600408647,1.4451585601778016,-0.4596998404429235
-0.8510571933983013,1.056493735814264,-0.16677687576946554,1.7120723904483652,1.6148535672321518
1.138480067122652,1.8547424838596487,1.0508192831784027,1.3093160419639607,-1.345661995735283
-0.15145402125508878,1.141327135534708,0.1979682248452865,1.8918886608475347,0.07364986340338098
1.7186056995824586,1.9420709663835547,1.3171501169686013,1.774350716123223,0.9908770989000784
-1.5990417570138384,0.8331584941513106,0.47030588829533965,0.6358191909566284,0.4402575338963785
-0.641352830799166,1.6281551886674333,1.5813535915384613,1.7250237783785936,1.5034364335175026
0.5089540193217446,1.6490404310245055,0.5377228155697452,-0.7882366173842054,-0.7282438494589145
0.9485599569764913,1.7525942189648314,0.6891217782212353,1.9084325674250286,1.3206918257805125
0.6529202138172803,1.0529800678396088,-0.26965268132244746,0.15369133407711505,-0.5627000535211379
1.2582631814817442,1.7936830221273594,1.2665576592000578,1.7993270014271094,1.4795761975014623
0.012649830272623314,0.8217617318659868,-0.08911263660349973,-0.4392053895074566,-0.9579557402692275
1.7773189362385968,1.8994228716348294,1.4814839640060016,1.6657100539664107,0.926193658935675
-1.7550676520305104,0.8060212973594983,-0.0836311482097061,-0.1809895008557575,0.2547785840665783
-1.14706678233231,1.7034572794744123,1.6204278670776178,1.8923901549898277,1.6129459707817317
-0.4422824987393522,1.4418852466248704,0.3418515651947878,-1.2679734440950514,-1.1251611294410495
0.8602661566091819,1.9070287742278667,0.8950601213442052,1.814323578137031,0.6178962240294612
0.5272573901710608,1.14959068044622,-0.3953713548959343,0.44734874101987415,0.6806559174978191
1.3800794914927563,1.839832571169526,0.8413312752644174,1.923950253026372,1.1220763891840404
-0.3464421857875868,0.8589351321048295,-0.04833523660582946,0.5704622081022253,0.34514135208505153
1.694001659354546,1.943287225883629,0.9580516256168516,1.9551616083614451,1.6175003638361145
-1.5735742776322315,0.8620570784282808,-0.4041624342244151,-0.08722835016311556,-1.1127650213844476
-0.5679355094194353,1.7974090308180668,0.9323428266002245,1.4112812561134391,0.6470041163341043
0.6053769738508169,1.657955468775014,-0.3956304733720949,0.7502473034120628,0.6475561670313905
0.8631380667053966,1.634908393820761,0.5619857047071408,1.8075177380526024,1.174772245439845
0.8366057699593152,1.5764368741222428,-0.26168764890803103,0.8709921466739287,0.21417702145364162
0.9590322056824001,1.3222076819179507,0.6654552372604273,1.9416910064855033,1.7065598771131998
0.7312389594517452,1.6325517152075455,0.3052820405094332,0.25468371829794556,-1.4480935077365273
1.152999245884649,1.4187061925069722,0.7102659851323854,1.6560027895392149,-0.18500684401472
0.28996442682495427,1.3216231920935533,0.4147030083554343,1.4074308241574667,0.9313444153467547
1.6618204049414702,1.4907197503437106,1.174048675175474,1.4438399201479393,0.47709552679799555
-1.2746577302323459,0.07612937449913215,0.812200009131024,1.1406599533195885,1.4517831829133694
0.27379379224136524,1.8110951343745467,1.7479060947362233,0.5517470025795017,-0.5645457521506752
0.9426396402603884,1.2743688753031972,-0.27943100352693917,1.3921125608948302,1.5168230486026393
0.593568646282175,1.581640577747303,1.3781830968560174,1.1827393324696946,-1.0701158864174072
1.3304681542288626,1.3038470160826732,-0.04598736571938079,1.7939074167315923,0.7098989042178787
-0.19207491553250391,1.1919701660956974,1.0728528680792015,1.6446271670030477,0.575008779865033
