"Z_1","Z_2","Z_3","Z_4","Z_5"
0,0,0.330621889019776,0,0
0.327735618229426,0,0.131023580849862,0,0.00348510262256611
0.275962340088561,0.00614828048638863,0,0,0
0.0743595928096767,0.151977374868141,0.0608447927278726,0,0.369689239663486
0.139297423089211,0.35553385847906,0.0955072336746612,0,0
