"Z_1","Z_2","Z_3","Z_4","Z_5","Z_6","Z_7","Z_8","Z_9","Z_10","Z_11","Z_12","Z_13","Z_14","Z_15","Z_16","Z_17","Z_18","Z_19","Z_20","Z_21","Z_22","Z_23","Z_24","Z_25","Z_26","Z_27","Z_28","Z_29","Z_30"
0,0.0168104393811896,0.0393994788461947,0,0.0171390755633953,0.0137143993589584,0.0207847064984439,0.0103967524649911,0,0.00691419164037755,0.00999309028065561,0.0133639910572874,0.0434769033006023,0.0425929117972228,0.0281042323847217,0.0108186783597888,0.0471413126770253,0.0067964355884719,0,0.00543052199516754,0,0.028021677377396,0.00672027039442062,0.00782079503997165,0,0,0.0702480712423144,0.0176112566688965,0.0078992634726223,0
0.00799875659581969,0,0.0165835992277982,0.0207451904026615,0.0235892149369059,0.0114893868439116,0.011405759806999,0.0251037361153448,0.019216309492545,0.0431659355284401,0.0256334091281318,0.023042608646868,0.0498564971169903,0.0125866138937482,0.0424125036851918,0.0250052458349601,0.0209152382318931,0.00992747377622294,0.0468424039764628,0.00507894520876634,0.0135623608391603,0.00970371280845444,0.0202837255974899,0,0.0587164259219192,0.012964548027772,0.0257134205868143,0.0146715426506589,0.00843208164465812,0
0.02143492530457,0.0206552960218743,0,0,0,0.0153005596696809,0.0282886506865457,0.0254278709869387,0.0089272225611451,0.0191142373448652,0.0228164760978886,0.0155585785702481,0.0183825850386646,0.0119522407164,0.0626649294135223,0.0137789210088734,0.0572003079665106,0.0133961686969636,0.0113235661273069,0.00601922339851802,0.0171481900475854,0.00799808518614728,0,0,0,0.00889928168050549,0.0189368462577259,0.0651854968121624,0.0409922187284878,0
0.0155784815633458,0.00866807411845309,0.0470110226374086,0,0.00686776927951573,0.0239064198355991,0.0122175622159569,0.0175925508929362,0.00967564868343236,0.00862019670047994,0.0207205397042292,0.0220311385403011,0.0119542489509349,0.00834703914302821,0.0130824658332182,0.0371623319493361,0.0344792988139776,0.0534976571379715,0.00823621758386343,0.00824108017571431,0.0266535630258588,0.0157771477351792,0.0604698558580526,0.0066687186468013,0.0439448388228052,0.0426766173375464,0.0242980239104579,0.0238392160942793,0.0574476543293756,0.00487558639336944
0.0119003889353979,0.0336370148927984,0.0210428053321719,0.0313480506411769,0,0.0123408910629479,0.0148115035183059,0.0129017694696535,0.0106152785530537,0.0156720158591583,0.0617953981267872,0.0110744271293402,0.00629183303089625,0,0.0176424331448054,0.0195797662528392,0.0201250652261842,0.00860633137018749,0.0573922210176482,0.00454898093775914,0.0170474551975206,0.0415895307756849,0.0116293817704111,0,0.00950449839985384,0.00617668386403987,0.0126825237371804,0.0455665241691898,0.0606874352613456,0.0151742466087068
0.0103462942589865,0.0287203853079172,0.0131647015287421,0.0137180353535203,0.0128490195489095,0,0.00912897036750077,0.0106016218039233,0.00828492637924145,0.0721596445316954,0.0155547083518301,0.0127656363789629,0.0197269818670862,0.0108928051925072,0.0237540732731632,0.0526042414532373,0.00804817176977276,0.00723205754742721,0.0106926156921666,0.0402132209587285,0.00920974623272346,0.05214614532309,0.0143679061746106,0.0122460452679296,0.0127438891490236,0.0100971561834743,0.0211559007099094,0.011631869646515,0.0127431116903033,0
0.0173126389853371,0.0195344360570794,0.0250099785955644,0.0564502078279201,0,0.0110680487321901,0,0.0109898451462507,0,0.0364425470281816,0.0119731933253948,0.0107980324081898,0.0115769922053694,0,0.0179321162095556,0.0134402245062995,0.0099179374292044,0.0203199101559815,0.051243972347012,0.0142035164383878,0.0403478073097151,0.0241155704051656,0.0335111264401173,0.00743678059337265,0.00829884502956533,0,0.0148258952497916,0.0208865093857271,0.015457303286888,0.0219357927896337
0.0184598111832664,0.0268391530099185,0.018376751696834,0.0127462245963289,0.0134844984131063,0.0162858107550396,0.0106861740230272,0,0.0537262898854827,0.0130486914510762,0.00680851739655733,0.0165563083683175,0.0199395665110902,0.0636788559301243,0.0343903906397055,0.0280956089280657,0.00929462485272213,0.0602243615993907,0.0144712869828873,0.00609366263404639,0.0107500087630783,0.0301658177939626,0.0254507188683309,0,0.00849847870424457,0,0.0220816474251516,0.0225109782506562,0.013427811277447,0.0473629741212126
0.0192969718268757,0,0.0258910782210899,0,0.00901685276919702,0,0.00525983341210726,0.0460864456317127,0,0.00497493598973344,0,0.0461645157560498,0,0.0104074415043305,0.012873167886298,0.0116351183655287,0.0649180765041674,0.0312200295423247,0,0.0156962169006188,0,0.0152479551537593,0.00893200591217364,0,0.0110903768893111,0.0419545742575957,0.0223744205541702,0,0.0139942013074754,0.00728749413108092
0.00999041051449216,0.00540413036906327,0.0162936292632997,0.0377955872081498,0.0354465461010557,0.0149189672025188,0.0221282292467363,0.04673687878338,0.0164429005069784,0,0.00812204929079956,0.0259004326958543,0.0127811416359608,0.0132085527692573,0.0147009273574788,0.0130288846199014,0,0.0117784795581663,0.012796114848635,0,0.0070031525954831,0.0413041870489488,0.00984994700326831,0.0526947711005381,0.00785094220605784,0.0166997179539405,0.0095278491809552,0.0207766158733785,0.0120211593830372,0
0.0243440550192476,0.0234582218811798,0.0389937284898801,0.0547935077381844,0.0461058120978923,0.0189896715675883,0.0256905320129294,0.0196488982179327,0.0120108716501577,0.0165729724568392,0,0.021481115879066,0.0187804211899188,0.0163699181712151,0.0246098057770338,0.0256445339093281,0.03895255187267,0.0203321874995033,0.019269880890911,0.0181231376232888,0.0564770697759545,0.023728567807759,0.0623152608577309,0.00645140992756305,0.0216958834259793,0.0569120883702537,0.0206117853008883,0.029262200307724,0.027377042330459,0.0159919557163112
0.0178690771570816,0.0238793698950738,0.0432059037990092,0.00887725971210618,0.0494268082114698,0.0133159319983342,0.0124644552831224,0.0132641392159259,0,0.0157203203619106,0.0185041762387772,0,0.0184487733970279,0.0112145331524686,0.0298519098991272,0.0194623167608571,0.0136685846868673,0.0184483343964716,0.00745645191090998,0.0374038780201018,0.0175178219795752,0.0202619172713599,0.0708701554314487,0,0.0547632055620439,0.00961627254541764,0.0223050741979558,0.0325048540553191,0.0207241435873241,0.0222929253875645
0.0279958291545939,0.0110249342322607,0.0359933639020623,0,0.0195592673450415,0.0098027183886967,0.042688175514771,0.0631518938451416,0,0.0116151619425363,0.0130617257884873,0.0159713544989317,0,0.0700612565195841,0.0191220819565748,0.0333253847654826,0.0107701629557329,0.0539010531130337,0,0.0237579043912267,0.0187239530676347,0.0201714132777575,0.0310445530642476,0.00790398662293328,0.0121934298103781,0,0.0117766575910964,0.00945007456218951,0.00584919124879437,0.0112146744560489
0.0453261428054731,0.0195323637957515,0.0296026473901738,0.00808092599241576,0.0608969455196561,0.0223329876894462,0.0219611672566109,0.0122299106063134,0,0.013390833058765,0.0176563272879091,0.00937764109737652,0.0328043326965388,0,0.0160705134729096,0.0118948512258655,0.0170288383329528,0.0186877024456746,0.0200780937504515,0.0242561634910475,0.0169572130725631,0.0210457504632889,0.0584039221973818,0.0451318607336778,0.0139080940375537,0,0.0075993854952346,0.0308085562762353,0,0.0155594801090908
0.0308786234516253,0.0359552413440816,0.0125407569637921,0.00701939491907816,0.0270328914554073,0.0537091417102227,0.0103663933989189,0.0482479727117808,0.0107000090430691,0.024380161042839,0.0318079877852429,0,0.0121518555394791,0.0224221279004974,0,0.0199547055517349,0.00867501051762212,0.00680854476993447,0.0111555533325805,0,0.0166591759550245,0.0199194459263786,0.0145780091816353,0,0.0102195610275966,0.0158850696336519,0.0617990800961447,0.0659131502623699,0.00732035733580362,0.0104901034896338
0.0238541842651884,0,0.06088517638137,0,0.0149789242133042,0,0,0,0.0112596842031534,0.00901570732648982,0.0312212174158638,0.0546140799235117,0.00780790799787843,0.0332232847042794,0.0152605927511756,0,0.0228742482959586,0.0162787753338271,0.0113659328521926,0.0171995164252883,0.00868469298808935,0.021108455938037,0.0290907128736138,0.00719251756323891,0.0251742614428862,0,0.0255870234761218,0.0155212383130866,0.00822807494977231,0
0.0394199161651778,0.0435533102992939,0.0276594454450903,0.0138576955836818,0.0136688888723176,0.0233046380300174,0.0623167652447511,0,0.00602211657681417,0.0175907975680465,0.0151228382254575,0.0343880016274746,0.0106036240490813,0.0118471592638208,0.0253000201370092,0.0383846401565423,0,0.0086079172043081,0.0118578813988079,0.0114840713775543,0.0101901050810368,0.0482150685421137,0.0109392389532691,0.00602035986872433,0,0.0083514520106853,0.0126508284151816,0.017676822673087,0.00872791600661,0
